Assigned Appeal Description,Assigned Appeal ID,Assigned Appeal Response,Age,Constituent ID,Lifetime Giving
A Message From Coach Micah Fitz 20250422,BBOX58519802,Clicked,41,1276102,$0.00 
A Message From Coach Micah Fitz 20250422,BBOX58519802,Clicked,50,1055737,$0.00 
A Message From Coach Micah Fitz 20250422,BBOX58519802,Clicked,52,1015225,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Clicked,,999941171,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Clicked,22,1551410,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Clicked,,999941610,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Clicked,20,1572272,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Clicked,,999942343,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Clicked,,999941911,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Clicked,,999942150,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Clicked,,999942072,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Clicked,,999942242,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Clicked,,999942890,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Clicked,37,1326556,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Clicked,32,1379221,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Clicked,44,1228927,$500.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Clicked,47,1190038,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Clicked,65,991004242,"$1,140.00 "
A Message From Coach Alan Sumner 20250422,BBOX58519726,Clicked,54,901270273,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Clicked,85,991013898,"$3,065.00 "
A Message From Coach Van Zanic 20250422,BBOX58519682,Clicked,,999942936,$0.00 
A Message From Coach Van Zanic 20250422,BBOX58519682,Clicked,22,1535521,$20.24 
A Message From Coach Van Zanic 20250422,BBOX58519682,Clicked,31,1391695,$0.00 
A Message From Coach Van Zanic 20250422,BBOX58519682,Clicked,38,1320478,$0.00 
A Message From Coach Van Zanic 20250422,BBOX58519682,Clicked,32,1370689,$0.00 
A Message From Coach Van Zanic 20250422,BBOX58519682,Clicked,32,1384426,$0.00 
A Message From Coach Van Zanic 20250422,BBOX58519682,Clicked,47,1197862,$0.00 
Athletics Giving Week Has Begun - Softball 20250421,BBOX58515169,Clicked,,999942936,$0.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Clicked,,999942055,$0.00 
Athletics Giving Week Has Begun - Women's Basketball 20250421,BBOX58515227,Clicked,,999942882,$0.00 
Athletics Giving Week Has Begun - Women's Basketball 20250421,BBOX58515227,Clicked,,999943154,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Clicked,82,991012694,"$8,699.00 "
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Clicked,54,999904155,$0.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Clicked,42,1277902,$0.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Clicked,62,999934345,$0.00 
A Message From Coach Jeff Santarsiero 20250422,BBOX58519971,Clicked,,999942938,$0.00 
A Message From Coach Jeff Santarsiero 20250422,BBOX58519971,Clicked,24,1526510,$0.00 
A Message From Coach Jeff Santarsiero 20250422,BBOX58519971,Clicked,21,1551793,$0.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Clicked,69,991002086,$350.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Clicked,62,991004895,$0.00 
A Message From Coach Jeff Santarsiero 20250422,BBOX58519971,Clicked,34,1362331,$0.00 
A Message From Coach Jeff Santarsiero 20250422,BBOX58519971,Clicked,49,1169965,$0.00 
A Message From Coach Alexis Ritson 20250422,BBOX58519167,Clicked,28,1554100,$0.00 
A Message From Coach Alexis Ritson 20250422,BBOX58519167,Clicked,,999941254,$100.00 
A Message From Coach Alexis Ritson 20250422,BBOX58519167,Clicked,,999942701,$0.00 
A Message From Coach Alexis Ritson 20250422,BBOX58519167,Clicked,,999942702,$0.00 
A Message From Coach Wendy Smith 20250422,BBOX58519246,Clicked,67,991000099,$0.00 
A Message From Coach Alexis Ritson 20250422,BBOX58519167,Clicked,23,1538814,$0.00 
Athletics Giving Week Has Begun - Women's Volleyball 20250421,BBOX58506961,Clicked,22,1539187,$20.00 
Athletics Giving Week Has Begun - Women's Volleyball 20250421,BBOX58506961,Clicked,22,1556141,$0.00 
Athletics Giving Week Has Begun - Women's Volleyball 20250421,BBOX58506961,Clicked,,999942889,$0.00 
A Message From Coach Liz Geyer 20250422,BBOX58529186,Clicked,,999942545,$0.00 
Athletics Giving Week Has Begun - Women's Volleyball 20250421,BBOX58506961,Clicked,42,1225135,"$8,867.00 "
Athletics Giving Week Has Begun - Men's Volleyball 20250421,BBOX58507767,Clicked,23,1538814,$0.00 
Athletics Giving Week Has Begun - Men's Volleyball 20250421,BBOX58507767,Clicked,28,1554100,$0.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Clicked,,999939395,$0.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Clicked,76,991011663,"$3,072.00 "
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Clicked,27,1508433,$0.00 
A Message From Coach Gary Dunda 20250422,BBOX58519911,Clicked,,999942652,$0.00 
A Message From Coach Gary Dunda 20250422,BBOX58519911,Clicked,45,1200352,"$1,500.00 "
A Message From Coach Gary Dunda 20250422,BBOX58519911,Clicked,50,999941100,$0.00 
Athletics Giving Week Has Begun - Cross Country 20250421,BBOX58575785,Clicked,47,991019742,$0.00 
Athletics Giving Week Has Begun - Cross Country 20250421,BBOX58575785,Clicked,47,1190263,$0.00 
Today Is Your Last Chance To Give - Men's Soccer 20250426,BBOX58531646,Clicked,,999942913,$0.00 
Today Is Your Last Chance To Give - Men's Soccer 20250426,BBOX58531646,Clicked,28,1412320,$0.00 
Today Is Your Last Chance To Give - Men's Soccer 20250426,BBOX58531646,Clicked,,999943074,$100.00 
Today Is Your Last Chance To Give - Men's Soccer 20250426,BBOX58531646,Clicked,,999942652,$0.00 
Today Is Your Last Chance To Give - Men's Basketball 20250426,BBOX58532090,Clicked,29,1415410,$0.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Clicked,49,1170997,$0.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Clicked,42,1277902,$0.00 
A Message From Coach Gary Dunda 20250422,BBOX58519911,Clicked,,999942913,$0.00 
A Message From Coach Gary Dunda 20250422,BBOX58519911,Clicked,,999943083,$0.00 
A Message From Coach Gary Dunda 20250422,BBOX58519911,Clicked,34,1359721,$0.00 
A Message From Coach Gary Dunda 20250422,BBOX58519911,Clicked,,999943074,$100.00 
A Message From Coach Gary Dunda 20250422,BBOX58519911,Clicked,71,991002721,$60.00 
A Message From Coach Gary Dunda 20250422,BBOX58519911,Clicked,,999941097,$150.00 
A Letter from the Athletic Director 20250424,BBOX58517406,Clicked,,999942913,$0.00 
A Letter from the Athletic Director 20250424,BBOX58517406,Clicked,,999942652,$0.00 
A Letter from the Athletic Director 20250424,BBOX58517406,Clicked,31,1391695,$0.00 
A Letter from the Athletic Director 20250424,BBOX58517406,Clicked,29,1415410,$0.00 
A Letter from the Athletic Director 20250424,BBOX58517406,Clicked,35,1344268,$50.00 
A Letter from the Athletic Director 20250424,BBOX58517406,Clicked,34,1362331,$0.00 
A Letter from the Athletic Director 20250424,BBOX58517406,Clicked,44,1228927,$500.00 
A Letter from the Athletic Director 20250424,BBOX58517406,Clicked,48,1167937,$0.00 
A Letter from the Athletic Director 20250424,BBOX58517406,Clicked,51,1010794,$0.00 
Athletics Giving Week Has Begun - Tennis 20250421,BBOX58516040,Clicked,47,999941512,"$1,426.00 "
Athletics Giving Week Has Begun - Tennis 20250421,BBOX58516040,Clicked,,999941532,"$1,000.00 "
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Clicked,61,991000438,$0.00 
Athletics Giving Week Has Begun - Tennis 20250421,BBOX58516040,Clicked,69,991003911,$0.00 
A Letter from the Athletic Director 20250424,BBOX58517406,Clicked,69,991002086,$350.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Clicked,62,991001006,$25.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Clicked,48,1167937,$0.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Clicked,29,1416073,$0.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Clicked,38,1315954,$0.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Clicked,39,1291192,$0.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Clicked,61,999937997,$0.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Clicked,27,1508433,$0.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Clicked,48,1169875,$0.00 
Today Is Your Last Chance To Give - Women's Basketball 20250426,BBOX58531562,Clicked,51,1010794,$0.00 
Today Is Your Last Chance To Give - Women's Soccer 20250426,BBOX58531392,Gave,56,999900252,"$11,495.00 "
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Gave,76,991011663,"$3,072.00 "
A Letter from the Athletic Director 20250424,BBOX58517406,Gave,30,1398289,$0.00 
A Letter from the Athletic Director 20250424,BBOX58517406,Gave,,999941097,$150.00 
A Letter from the Athletic Director 20250424,BBOX58517406,Gave,,999942827,$25.00 
A Message From Coach Jeff Santarsiero 20250422,BBOX58519971,Gave,57,999900993,"$1,075.00 "
Athletics Giving Week Has Begun - Cross Country 20250421,BBOX58575785,Gave,71,991004163,$20.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Gave,73,991001742,"$10,410.00 "
A Message From Coach Alan Sumner 20250422,BBOX58519726,Gave,,999942109,$150.00 
Althetics Giving Week Has Begun - Baseball 20250421,BBOX58515783,Gave,,999941527,$25.00 
A Message From Coach Michael Grinder 20250422,BBOX58519093,Gave,,999943154,$0.00 
A Message From Coach Michael Grinder 20250422,BBOX58519093,Gave,,999942054,$500.00 
A Message From Coach Phil Thompson 20250422,BBOX58519316,Gave,,999942626,"$1,500.00 "
Althetics Giving Week Has Begun - Baseball 20250421,BBOX58515783,Gave,58,991001308,"$1,320.00 "
A Message From Coach Gary Dunda 20250422,BBOX58519911,Opened,56,999901509,"$12,390.00 "
A Message From Coach Gary Dunda 20250422,BBOX58519911,Opened,61,991000242,"$5,045.00 "
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,72,991003052,$720.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,67,991000654,"$1,350.00 "
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,47,1190826,$0.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,48,1182985,$300.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,57,991005392,$329.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,60,991005005,$25.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,60,991002920,$300.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,80,991010171,$680.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,58,999900042,"$3,612.00 "
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,51,1005184,"$1,025.00 "
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,65,999931674,$0.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,34,1358509,$25.00 
Today Is Your Last Chance To Give - Men's Basketball 20250426,BBOX58532090,Opened,30,1394911,$20.00 
Today Is Your Last Chance To Give - Men's Basketball 20250426,BBOX58532090,Opened,,999940190,$15.00 
Today Is Your Last Chance To Give - Men's Soccer 20250426,BBOX58531646,Opened,65,991005494,$665.00 
Today Is Your Last Chance To Give - Men's Soccer 20250426,BBOX58531646,Opened,71,991003734,"$2,075.00 "
Today Is Your Last Chance To Give - Men's Soccer 20250426,BBOX58531646,Opened,65,991002004,$979.00 
Today Is Your Last Chance To Give - Men's Soccer 20250426,BBOX58531646,Opened,71,991002293,"$5,050.00 "
Today Is Your Last Chance To Give - Men's Soccer 20250426,BBOX58531646,Opened,70,991005060,$315.00 
Today Is Your Last Chance To Give - Men's Soccer 20250426,BBOX58531646,Opened,67,991004732,"$2,140.00 "
Today Is Your Last Chance To Give - Men's Soccer 20250426,BBOX58531646,Opened,30,1411072,$20.17 
Today Is Your Last Chance To Give - Men's Soccer 20250426,BBOX58531646,Opened,56,999901509,"$12,390.00 "
Today Is Your Last Chance To Give - Men's Soccer 20250426,BBOX58531646,Opened,61,991000242,"$5,045.00 "
Today Is Your Last Chance To Give - Men's Soccer 20250426,BBOX58531646,Opened,52,1025041,$50.00 
Today Is Your Last Chance To Give - Men's Soccer 20250426,BBOX58531646,Opened,46,1201693,$15.00 
Athletics Giving Week Has Begun - Cross Country 20250421,BBOX58575785,Opened,61,991000134,"$1,750.00 "
Today Is Your Last Chance To Give - Men's Volleyball 20250426,BBOX58531596,Opened,71,991003269,$160.00 
Athletics Giving Week Has Begun - Cross Country 20250421,BBOX58575785,Opened,52,901272238,$30.00 
Athletics Giving Week Has Begun - Cross Country 20250421,BBOX58575785,Opened,54,901270690,$630.00 
Athletics Giving Week Has Begun - Cross Country 20250421,BBOX58575785,Opened,55,999901200,$25.00 
Athletics Giving Week Has Begun - Cross Country 20250421,BBOX58575785,Opened,83,991009039,"$17,645.00 "
Athletics Giving Week Has Begun - Cross Country 20250421,BBOX58575785,Opened,79,991014523,"$4,277.00 "
Athletics Giving Week Has Begun - Cross Country 20250421,BBOX58575785,Opened,85,991013221,"$9,741.00 "
Athletics Giving Week Has Begun - Cross Country 20250421,BBOX58575785,Opened,36,1335808,$508.00 
A Message From Coach Gary Dunda 20250422,BBOX58519911,Opened,72,991004918,"$15,600.00 "
A Message From Coach Gary Dunda 20250422,BBOX58519911,Opened,65,991005494,$665.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,71,991004607,"$89,295.00 "
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,39,1321051,$100.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,40,1290616,$10.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,69,991002386,$510.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,55,901270525,$276.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,51,1024339,"$7,105.00 "
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,67,991003648,$220.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,38,1314103,$625.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,64,991005458,$525.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,65,991004999,"$17,600.65 "
Athletics Giving Week Has Begun - Men's Volleyball 20250421,BBOX58507767,Opened,71,991003269,$160.00 
Athletics Giving Week Has Begun - Women's Volleyball 20250421,BBOX58506961,Opened,66,991000181,"$1,950.00 "
Athletics Giving Week Has Begun - Men's Volleyball 20250421,BBOX58507767,Opened,23,1524626,$20.00 
Athletics Giving Week Has Begun - Women's Volleyball 20250421,BBOX58506961,Opened,69,991001296,"$31,750.00 "
Athletics Giving Week Has Begun - Women's Volleyball 20250421,BBOX58506961,Opened,70,991001990,"$1,051.00 "
Athletics Giving Week Has Begun - Women's Volleyball 20250421,BBOX58506961,Opened,66,991000579,"$3,045.00 "
Athletics Giving Week Has Begun - Women's Volleyball 20250421,BBOX58506961,Opened,70,991003459,$50.00 
Athletics Giving Week Has Begun - Women's Volleyball 20250421,BBOX58506961,Opened,65,991004999,"$17,600.65 "
Athletics Giving Week Has Begun - Women's Volleyball 20250421,BBOX58506961,Opened,72,991005638,$30.00 
Athletics Giving Week Has Begun - Women's Volleyball 20250421,BBOX58506961,Opened,64,991005458,$525.00 
Athletics Giving Week Has Begun - Women's Volleyball 20250421,BBOX58506961,Opened,69,991010428,"$1,206.40 "
Athletics Giving Week Has Begun - Women's Volleyball 20250421,BBOX58506961,Opened,22,1540195,$20.00 
Athletics Giving Week Has Begun - Women's Volleyball 20250421,BBOX58506961,Opened,24,1523136,$0.00 
A Message From Coach Alexis Ritson 20250422,BBOX58519167,Opened,71,991003269,$160.00 
A Message From Coach Wendy Smith 20250422,BBOX58519246,Opened,69,991001296,"$31,750.00 "
A Message From Coach Wendy Smith 20250422,BBOX58519246,Opened,66,991000181,"$1,950.00 "
A Message From Coach Wendy Smith 20250422,BBOX58519246,Opened,70,991003459,$50.00 
A Message From Coach Wendy Smith 20250422,BBOX58519246,Opened,70,991001990,"$1,051.00 "
A Message From Coach Wendy Smith 20250422,BBOX58519246,Opened,70,991001998,$300.00 
A Message From Coach Wendy Smith 20250422,BBOX58519246,Opened,65,991004999,"$17,600.65 "
A Message From Coach Wendy Smith 20250422,BBOX58519246,Opened,69,991010428,"$1,206.40 "
A Message From Coach Wendy Smith 20250422,BBOX58519246,Opened,72,991005638,$30.00 
A Message From Coach Wendy Smith 20250422,BBOX58519246,Opened,64,991005458,$525.00 
A Message From Coach Wendy Smith 20250422,BBOX58519246,Opened,,999942898,$0.00 
A Message From Coach Wendy Smith 20250422,BBOX58519246,Opened,24,1523136,$0.00 
A Message From Coach Jeff Santarsiero 20250422,BBOX58519971,Opened,30,1394911,$20.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Opened,35,1361317,$110.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Opened,56,901270294,$350.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Opened,72,991003052,$720.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Opened,63,991003757,$75.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Opened,67,991000654,"$1,350.00 "
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Opened,48,1182985,$300.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Opened,52,1050664,"$1,742.00 "
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Opened,57,991005392,$329.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Opened,78,991011217,"$2,101.00 "
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Opened,65,991002649,"$2,470.00 "
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Opened,60,991005005,$25.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Opened,60,991002920,$300.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Opened,53,901272082,"$7,610.00 "
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Opened,67,991002512,"$5,950.00 "
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Opened,75,991008695,$5.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Opened,58,999900042,"$3,612.00 "
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Opened,51,1005184,"$1,025.00 "
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Opened,80,991010171,$680.00 
Today Is Your Last Chance To Give - Men's Basketball 20250426,BBOX58532090,Opened,73,991004342,"$10,535.00 "
Today Is Your Last Chance To Give - Men's Basketball 20250426,BBOX58532090,Opened,68,990000167,"$23,888.45 "
Today Is Your Last Chance To Give - Men's Basketball 20250426,BBOX58532090,Opened,67,991003084,$35.00 
Today Is Your Last Chance To Give - Men's Basketball 20250426,BBOX58532090,Opened,74,991000648,$0.00 
Today Is Your Last Chance To Give - Men's Basketball 20250426,BBOX58532090,Opened,86,991013094,"$4,490.00 "
Today Is Your Last Chance To Give - Men's Basketball 20250426,BBOX58532090,Opened,77,991012617,"$2,903.00 "
Athletics Giving Week Has Begun - Women's Soccer 20250421,BBOX58515537,Opened,60,991004099,$850.00 
Athletics Giving Week Has Begun - Women's Basketball 20250421,BBOX58515227,Opened,55,901272034,$1.00 
Athletics Giving Week Has Begun - Women's Basketball 20250421,BBOX58515227,Opened,68,991004653,$520.00 
Athletics Giving Week Has Begun - Women's Basketball 20250421,BBOX58515227,Opened,77,991010562,$730.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,39,1321051,$100.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,34,1358068,"$1,400.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,40,1290616,$10.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,69,991002386,$510.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,55,901270525,$276.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,37,1327624,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,67,991003648,$220.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,64,991005458,$525.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,38,1314103,$625.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,65,991004999,"$17,600.65 "
Athletics Giving Week Has Begun - Softball 20250421,BBOX58515169,Opened,42,1251730,$140.00 
Athletics Giving Week Has Begun - Softball 20250421,BBOX58515169,Opened,78,991010226,"$14,784.96 "
Athletics Giving Week Has Begun - Softball 20250421,BBOX58515169,Opened,61,1167469,$165.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,35,1361317,$110.00 
A Message From Coach Van Zanic 20250422,BBOX58519682,Opened,78,991010226,"$14,784.96 "
A Message From Coach Van Zanic 20250422,BBOX58519682,Opened,42,1251730,$140.00 
A Message From Coach Van Zanic 20250422,BBOX58519682,Opened,61,999933588,$300.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Opened,45,1216594,$120.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Opened,30,1390177,"$1,150.00 "
A Message From Coach Alan Sumner 20250422,BBOX58519726,Opened,28,1503077,$20.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Opened,,999942939,$100.00 
A Message From Coach Micah Fitz 20250422,BBOX58519802,Opened,40,1286929,"$3,500.00 "
Althetics Giving Week Has Begun - Baseball 20250421,BBOX58515783,Opened,25,1512283,$40.21 
Althetics Giving Week Has Begun - Baseball 20250421,BBOX58515783,Opened,25,1512597,$5.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Opened,32,1369075,$100.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Opened,36,1338382,$10.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Opened,39,1300477,$50.00 
Althetics Giving Week Has Begun - Baseball 20250421,BBOX58515783,Opened,,999942939,$100.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Opened,33,1399684,$20.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Opened,28,1504303,$20.19 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,57,991000540,$375.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,68,991003784,$25.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,73,991004578,"$3,940.00 "
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,56,991003104,$0.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,82,991010355,"$1,185.00 "
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,44,1236661,$25.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,45,1220296,$100.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,48,1180216,"$3,750.00 "
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,42,1263277,$100.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,29,1401310,$20.17 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,29,1416958,$75.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,,999942508,$0.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,29,1416958,$75.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,,999942508,$0.00 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Opened,33,1374307,$0.00 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Opened,30,1390177,"$1,150.00 "
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Opened,20,1561835,$0.00 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Opened,28,1503077,$20.00 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Opened,25,1512283,$40.21 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,56,901270294,$350.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,44,1254313,$0.00 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Opened,,999942939,$100.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,72,991003052,$720.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,47,1190826,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,57,991005392,$329.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,67,991000654,"$1,350.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,78,991011217,"$2,101.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,65,991002649,"$2,470.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,60,991005005,$25.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,60,991002920,$300.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,80,991010171,$680.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,58,999900042,"$3,612.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,51,1005184,"$1,025.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,65,999931674,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,34,1358509,$25.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,71,991004607,"$89,295.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,34,1358068,"$1,400.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,64,991001522,$10.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,83,991009039,"$17,645.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,68,991003086,"$9,590.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,69,990000205,"$27,529.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,86,991009840,"$49,725.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,75,999921729,"$34,450.00 "
Today Is Your Last Chance To Give - Women's Volleyball 20250426,BBOX58531316,Opened,22,1540195,$20.00 
Today Is Your Last Chance To Give - Women's Volleyball 20250426,BBOX58531316,Opened,24,1523136,$0.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,78,991013755,"$24,529.82 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,88,991013155,"$18,883.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,48,1180216,"$3,750.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,62,991000890,"$22,098.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,80,991011006,"$43,669.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,79,991010132,"$212,531.55 "
